order_id,symbol,side,order_type,price,quantity,trader_id,timestamp
39ea4d1e-5490-42c7-8342-5522d048c6b4,AAPL,BUY,LIMIT,100.43,180,trader_08,2024-01-15T09:30:26+00:00
658e8d84-b846-4955-9281-eb7b2afaf016,AAPL,SELL,LIMIT,101.33,1810,trader_10,2024-01-15T09:30:26.500000+00:00
d8053c07-da69-45bd-bb7f-397f0048454d,AAPL,BUY,LIMIT,101.3,1700,trader_04,2024-01-15T09:30:27+00:00
c764dae9-11d4-4474-bcfb-b26188fae3e4,AAPL,BUY,LIMIT,99.74,400,trader_09,2024-01-15T09:30:27.500000+00:00
834dbe29-48ff-48d9-8339-3a0f4bfbf5ce,AAPL,SELL,LIMIT,101.84,1760,trader_09,2024-01-15T09:30:28+00:00
13fd6b27-8ac3-4c46-8804-a0f8102f39d2,AAPL,SELL,LIMIT,99.09,1090,trader_09,2024-01-15T09:30:28.500000+00:00
bb89b692-eea9-4798-aa20-7f5b8ad11190,AAPL,BUY,LIMIT,100.14,680,trader_06,2024-01-15T09:30:29+00:00
f0a2b848-15e7-44ea-8a4c-a094a36c82bc,AAPL,SELL,LIMIT,101.06,290,trader_03,2024-01-15T09:30:29.500000+00:00
863463d6-0451-4966-9c0e-5ff215247f54,AAPL,BUY,LIMIT,100.58,380,trader_14,2024-01-15T09:30:30+00:00
6592e5d7-1bfc-46fd-aecc-44df8edbc429,AAPL,BUY,LIMIT,100.9,110,trader_12,2024-01-15T09:30:30.500000+00:00
6d768a5e-1b91-481c-974f-72ba95b32ca6,AAPL,BUY,LIMIT,101.6,2000,trader_18,2024-01-15T09:30:31+00:00
ba9ddda2-3ccc-4567-946f-741ac5767a06,AAPL,SELL,FOK,101.65,610,trader_06,2024-01-15T09:30:31.500000+00:00
4c1e7f93-493d-4f98-9315-9fe6d672edb8,AAPL,BUY,MARKET,,70,trader_06,2024-01-15T09:30:32+00:00
5333e416-c26d-4762-b9f4-e7161cb42f56,AAPL,SELL,MARKET,,1060,trader_08,2024-01-15T09:30:32.500000+00:00
dfcd4af5-d95a-4d8d-a0e9-fb27f6c10f57,AAPL,SELL,LIMIT,101.61,100,trader_16,2024-01-15T09:30:33+00:00
5587dd9e-a640-4eca-9a50-7ef7783aaa88,AAPL,BUY,LIMIT,100.85,590,trader_08,2024-01-15T09:30:33.500000+00:00
da84a55f-410a-4b1d-bb9d-12ebfa32cb3e,AAPL,BUY,LIMIT,100.83,180,trader_09,2024-01-15T09:30:34+00:00
ea509370-6f03-42d6-bb03-023f82433fad,AAPL,SELL,LIMIT,101.18,1380,trader_11,2024-01-15T09:30:34.500000+00:00
4e7c2813-c232-4f3f-830a-6e5b39d7206f,AAPL,BUY,LIMIT,100.18,680,trader_02,2024-01-15T09:30:35+00:00
ccf5e265-0244-4ce6-bebd-c64aa5abf825,AAPL,BUY,LIMIT,100.73,810,trader_14,2024-01-15T09:30:35.500000+00:00
838f8cab-e55f-44ae-b673-455a49866fe0,AAPL,BUY,LIMIT,101.19,120,trader_14,2024-01-15T09:30:36+00:00
4785503e-5ca1-452b-b44a-c1060e4748d2,AAPL,BUY,LIMIT,101.69,1900,trader_07,2024-01-15T09:30:36.500000+00:00
eca8e0a0-bc1d-451f-9fff-a9f59e256af9,AAPL,SELL,LIMIT,102.42,1600,trader_11,2024-01-15T09:30:37+00:00
fc294280-4e66-447c-8108-450fd08461e4,AAPL,BUY,LIMIT,100.51,1710,trader_14,2024-01-15T09:30:37.500000+00:00
523f042c-b6a5-4637-8619-8803978418ff,AAPL,SELL,LIMIT,100.55,500,trader_14,2024-01-15T09:30:38+00:00
8044fef5-1f09-4477-a4ac-118de659ed64,AAPL,SELL,LIMIT,100.12,780,trader_13,2024-01-15T09:30:38.500000+00:00
6ddd7a32-6da8-4b2e-ae8b-36f464c3fb4f,AAPL,BUY,LIMIT,99.93,1490,trader_20,2024-01-15T09:30:39+00:00
d7d35f0e-bde1-48e0-8c34-475a7fee3b05,AAPL,SELL,LIMIT,101.18,1310,trader_16,2024-01-15T09:30:39.500000+00:00
25597753-353c-4a96-b0d5-579ebbd967bc,AAPL,BUY,LIMIT,100.52,1630,trader_20,2024-01-15T09:30:40+00:00
ee124651-a2cb-44d5-ae08-a93b20d23cf8,AAPL,SELL,LIMIT,100.17,580,trader_07,2024-01-15T09:30:40.500000+00:00
3ecdf86d-61dd-4a4f-a3ff-6b897e8a483e,AAPL,BUY,LIMIT,100.48,1570,trader_03,2024-01-15T09:30:41+00:00
ea0589b4-7e8b-4c2c-bd58-629dc4ab56f9,AAPL,SELL,LIMIT,102.08,1840,trader_13,2024-01-15T09:30:41.500000+00:00
024c4438-5ad1-4101-8912-bcec09440c14,AAPL,SELL,LIMIT,100.16,20,trader_04,2024-01-15T09:30:42+00:00
924f2df4-53f1-4bff-b3b4-cd90e6e4791f,AAPL,SELL,LIMIT,102.02,130,trader_18,2024-01-15T09:30:42.500000+00:00
7581f3f5-d0e1-413c-b9ff-cb1816ef8b7a,AAPL,BUY,IOC,99.46,1190,trader_17,2024-01-15T09:30:43+00:00
7f4e1745-56c0-43e7-87e4-843ffc2a8bcd,AAPL,SELL,IOC,101.11,1850,trader_17,2024-01-15T09:30:43.500000+00:00
70316dda-a786-47d2-9eed-0b9e0d305940,AAPL,SELL,MARKET,,1410,trader_15,2024-01-15T09:30:44+00:00
eca6bc56-3084-4236-9901-5ed5ae2eda6d,AAPL,BUY,LIMIT,100.95,1930,trader_08,2024-01-15T09:30:44.500000+00:00
2069e34b-dc4e-435c-9474-c817f3f596a4,AAPL,SELL,MARKET,,1340,trader_16,2024-01-15T09:30:45+00:00
3921e3ad-17d0-4f81-b23a-5f472921c8e2,AAPL,BUY,LIMIT,99.71,610,trader_09,2024-01-15T09:30:45.500000+00:00
1bf51978-fed5-4a46-bdde-6f4d4dbc28ea,AAPL,SELL,LIMIT,101.08,390,trader_08,2024-01-15T09:30:46+00:00
c5093391-b986-4f6f-8ae6-552c7d11c2c9,AAPL,SELL,LIMIT,101.71,1070,trader_14,2024-01-15T09:30:46.500000+00:00
f9b77ffb-61b4-46a0-ae3e-4ebc104aa7ea,AAPL,SELL,LIMIT,100.56,1080,trader_13,2024-01-15T09:30:47+00:00
c6f7f2ab-e687-48a4-bffd-ba8bb29a0913,AAPL,BUY,MARKET,,1960,trader_19,2024-01-15T09:30:47.500000+00:00
3d70cabe-3e3b-4550-a8f9-994c62701be4,AAPL,SELL,LIMIT,100.3,1000,trader_14,2024-01-15T09:30:48+00:00
38548eb4-ef1d-4cd1-9440-0ae60defcb3f,AAPL,BUY,LIMIT,100.44,80,trader_13,2024-01-15T09:30:48.500000+00:00
6b1fdd54-e8da-468b-a910-8fe922bc2549,AAPL,SELL,LIMIT,101.22,1200,trader_05,2024-01-15T09:30:49+00:00
7c669b57-dd00-4724-970e-69de5774de74,AAPL,BUY,IOC,101.56,70,trader_03,2024-01-15T09:30:49.500000+00:00
b8e79b93-0e43-4c00-9882-fa6ca5920468,AAPL,SELL,LIMIT,100.68,670,trader_13,2024-01-15T09:30:50+00:00
78b96143-bd0e-49b0-8735-4c42caf41aca,AAPL,SELL,LIMIT,100.34,980,trader_09,2024-01-15T09:30:50.500000+00:00
0075f1bd-043a-4424-ade2-217ff2c311dc,AAPL,SELL,LIMIT,99.47,1920,trader_18,2024-01-15T09:30:51+00:00
f11a7a13-bce9-4515-bc1b-bd41e82c1cbc,AAPL,BUY,FOK,100.22,180,trader_02,2024-01-15T09:30:51.500000+00:00
673df125-8cb9-4d22-9baf-99a485bc027f,AAPL,BUY,IOC,100.34,1600,trader_05,2024-01-15T09:30:52+00:00
daa55579-04e1-462b-80a8-11e6519bc54c,AAPL,BUY,LIMIT,101.61,560,trader_15,2024-01-15T09:30:52.500000+00:00
e8bfd73f-3c60-4a81-bc39-150b9c624e01,AAPL,SELL,MARKET,,430,trader_20,2024-01-15T09:30:53+00:00
4298714c-9362-42bd-9b7b-db2e213c8250,AAPL,BUY,MARKET,,420,trader_10,2024-01-15T09:30:53.500000+00:00
0cc982d5-3678-488a-a9f6-b9b636ce7a7f,AAPL,BUY,LIMIT,100.58,970,trader_13,2024-01-15T09:30:54+00:00
e10e787e-6ca3-43eb-8567-09e6ac7e5085,AAPL,BUY,LIMIT,102.33,630,trader_04,2024-01-15T09:30:54.500000+00:00
159e4a73-1b2d-47e8-a3d6-0fbb1e34e6cc,AAPL,SELL,MARKET,,1540,trader_04,2024-01-15T09:30:55+00:00
09773dd7-ef9e-4047-a362-3786cd3784ab,AAPL,BUY,LIMIT,101.16,180,trader_17,2024-01-15T09:30:55.500000+00:00
ee7f0389-6c10-4d31-8aa2-b0cbe765e967,AAPL,SELL,LIMIT,101.32,280,trader_14,2024-01-15T09:30:56+00:00
16140a41-cff2-46bb-be7a-a260b937392d,AAPL,SELL,LIMIT,101.21,1120,trader_06,2024-01-15T09:30:56.500000+00:00
66627de7-3866-4caa-afdf-594e3ac16611,AAPL,SELL,LIMIT,101.77,1200,trader_14,2024-01-15T09:30:57+00:00
2e96974c-594a-45fa-9bde-01e689a60a6d,AAPL,SELL,LIMIT,100.33,230,trader_09,2024-01-15T09:30:57.500000+00:00
c935299d-8a5d-41ec-a735-1701c50fda8c,AAPL,SELL,LIMIT,101.07,1720,trader_13,2024-01-15T09:30:58+00:00
5a814cba-b264-4fb4-9cd7-16eb9876147d,AAPL,SELL,LIMIT,100.18,550,trader_12,2024-01-15T09:30:58.500000+00:00
a02a2cba-ecec-47a6-8767-24c64c1e1463,AAPL,SELL,LIMIT,101.7,710,trader_18,2024-01-15T09:30:59+00:00
b81c8f20-1320-4fa5-83ad-cbead9f8a9ac,AAPL,BUY,LIMIT,99.59,1850,trader_14,2024-01-15T09:30:59.500000+00:00
0fa365a5-e77d-4ae3-b309-641faf82a554,AAPL,SELL,LIMIT,100.19,1660,trader_16,2024-01-15T09:31:00+00:00
28f683d7-54ff-4ae4-a32d-eb59012c24f4,AAPL,SELL,MARKET,,240,trader_10,2024-01-15T09:31:00.500000+00:00
0f971c0c-c181-46ff-ab48-47dc2192705d,AAPL,BUY,LIMIT,99.81,1490,trader_12,2024-01-15T09:31:01+00:00
28c3a989-7f78-47f9-886d-c7c4bdcbd9d3,AAPL,SELL,LIMIT,100.43,1910,trader_18,2024-01-15T09:31:01.500000+00:00
96d5b711-02a9-4444-8d7a-991fe0586db3,AAPL,SELL,LIMIT,100.77,650,trader_08,2024-01-15T09:31:02+00:00
aed0f785-3ae3-43cf-9d69-c15629ddcbbc,AAPL,BUY,LIMIT,100.12,1380,trader_06,2024-01-15T09:31:02.500000+00:00
a4cbaaeb-d7f8-4532-a1a8-fddd9e76867b,AAPL,BUY,LIMIT,100.78,1510,trader_17,2024-01-15T09:31:03+00:00
f6a6b23b-42ab-4d36-9028-196e1e1b7a58,AAPL,SELL,FOK,99.8,930,trader_06,2024-01-15T09:31:03.500000+00:00
c0401761-521d-4029-aeef-8165ea04ea94,AAPL,SELL,LIMIT,101.13,120,trader_02,2024-01-15T09:31:04+00:00
0191b5fc-dfe0-4b7a-b02a-51ce55d139bc,AAPL,SELL,LIMIT,100.14,1930,trader_16,2024-01-15T09:31:04.500000+00:00
599af598-d68a-4548-b161-aaaf1d92a9cb,AAPL,BUY,MARKET,,1470,trader_10,2024-01-15T09:31:05+00:00
86cb8c60-da0f-4138-b64a-0b9756f640ec,AAPL,SELL,LIMIT,100.18,140,trader_09,2024-01-15T09:31:05.500000+00:00
df4a65f2-45be-4fb5-a327-180167a65674,AAPL,SELL,LIMIT,99.4,190,trader_19,2024-01-15T09:31:06+00:00
64fd65b5-e666-40bc-8b7c-9c8d128c9a8b,AAPL,BUY,LIMIT,101.95,220,trader_08,2024-01-15T09:31:06.500000+00:00
5999e065-9a61-47c1-ace5-dd20ed46bf2f,AAPL,BUY,LIMIT,101.11,1590,trader_08,2024-01-15T09:31:07+00:00
1acebe94-f698-46be-a4b7-0caef24f7287,AAPL,SELL,LIMIT,100.8,1510,trader_14,2024-01-15T09:31:07.500000+00:00
88aae7dd-da31-43e5-86f1-689e68e8c789,AAPL,SELL,LIMIT,99.61,1900,trader_04,2024-01-15T09:31:08+00:00
a6ac3276-02da-417c-b4f8-33ae71e2712f,AAPL,BUY,LIMIT,100.66,410,trader_08,2024-01-15T09:31:08.500000+00:00
4b11e970-2d84-4774-ad17-0bf3dd595ec4,AAPL,BUY,LIMIT,99.5,1160,trader_20,2024-01-15T09:31:09+00:00
bc323030-b903-4c67-9fce-896b6ce09ed9,AAPL,SELL,LIMIT,99.79,730,trader_15,2024-01-15T09:31:09.500000+00:00
dfa6efe5-be74-42bc-a024-d3428d9c2ede,AAPL,BUY,LIMIT,100.79,1610,trader_19,2024-01-15T09:31:10+00:00
1b04cd6f-a5e4-4c99-b88b-f465e0fed55b,AAPL,BUY,LIMIT,101.22,390,trader_09,2024-01-15T09:31:10.500000+00:00
6cf38bd5-6971-495c-817c-0b111e07bcb8,AAPL,BUY,LIMIT,100.29,1530,trader_19,2024-01-15T09:31:11+00:00
f07b19e5-8089-4260-b005-f84e97b8553d,AAPL,SELL,LIMIT,101.19,1800,trader_13,2024-01-15T09:31:11.500000+00:00
5f244a16-8cf0-4548-9e69-db43d7cfa1f7,AAPL,SELL,LIMIT,100.94,1540,trader_02,2024-01-15T09:31:12+00:00
b26d3f06-51fc-4f50-b336-e95820d8f860,AAPL,SELL,LIMIT,101.25,240,trader_08,2024-01-15T09:31:12.500000+00:00
60bf308d-b145-4002-a7f2-7ee07254717a,AAPL,BUY,FOK,102.32,1480,trader_02,2024-01-15T09:31:13+00:00
2de47727-559e-4870-b185-34cee6aa9a57,AAPL,BUY,LIMIT,101.94,720,trader_06,2024-01-15T09:31:13.500000+00:00
3e1e0067-3e5c-4b7d-9529-74f21bf3f63a,AAPL,SELL,LIMIT,101.47,1210,trader_12,2024-01-15T09:31:14+00:00
504af7a9-eee0-4837-9aff-9fd34ab247c7,AAPL,SELL,LIMIT,101.6,420,trader_11,2024-01-15T09:31:14.500000+00:00
44efb909-ba1f-4eb3-9845-b5afcc1ec0d3,AAPL,SELL,LIMIT,100.66,1030,trader_18,2024-01-15T09:31:15+00:00
ad563c97-10cc-4161-84c0-b7c433e1bff0,AAPL,BUY,LIMIT,100.25,300,trader_13,2024-01-15T09:31:15.500000+00:00
931eedef-df7c-4231-b709-dd0f2c2c5ff0,AAPL,BUY,LIMIT,101.46,140,trader_07,2024-01-15T09:31:16+00:00
99241ca1-b1ec-4eb2-b1f1-b8a5a18268ad,AAPL,SELL,LIMIT,101.13,1950,trader_02,2024-01-15T09:31:16.500000+00:00
dc93deab-2e2b-4af9-96cb-1eac1361a92a,AAPL,BUY,LIMIT,100.43,1130,trader_16,2024-01-15T09:31:17+00:00
afc5faa7-d5e8-414d-ba95-dd8fcb4cb49d,AAPL,BUY,LIMIT,102.11,620,trader_06,2024-01-15T09:31:17.500000+00:00
1aa9f492-5bc8-467c-84ad-ea39a27d0751,AAPL,SELL,LIMIT,101.41,580,trader_04,2024-01-15T09:31:18+00:00
efc5cd28-db73-4dbd-a5e1-b0c4994b5991,AAPL,SELL,IOC,102.33,1280,trader_10,2024-01-15T09:31:18.500000+00:00
8954c115-b750-4258-a301-2720dbb5c8f6,AAPL,SELL,LIMIT,101.48,630,trader_15,2024-01-15T09:31:19+00:00
d984ad19-07fd-4934-8198-97d08768149b,AAPL,BUY,LIMIT,101.51,350,trader_03,2024-01-15T09:31:19.500000+00:00
f941d61d-6ce5-4f9b-a189-801d2cd1b2f1,AAPL,SELL,MARKET,,1070,trader_11,2024-01-15T09:31:20+00:00
4d82781e-51c8-43a6-a4de-044ecde1eb35,AAPL,SELL,MARKET,,730,trader_10,2024-01-15T09:31:20.500000+00:00
b4fa9d77-d8bb-4731-a953-20c4dc39b56f,AAPL,SELL,MARKET,,1150,trader_18,2024-01-15T09:31:21+00:00
7f78d907-4ad7-4945-826b-6f6e70e22093,AAPL,SELL,LIMIT,101.76,970,trader_15,2024-01-15T09:31:21.500000+00:00
0f617f3c-1218-4abc-86e0-4878c168ca52,AAPL,SELL,MARKET,,1790,trader_08,2024-01-15T09:31:22+00:00
ac525825-292c-47aa-b1d4-492dd127bef5,AAPL,SELL,LIMIT,100.54,1910,trader_16,2024-01-15T09:31:22.500000+00:00
3c5a8ed0-96d0-4b9a-af84-9de1a8a46fac,AAPL,SELL,LIMIT,102.29,1670,trader_05,2024-01-15T09:31:23+00:00
3e2930fc-49ef-4ede-8518-ecd4833f8886,AAPL,SELL,FOK,100.0,1520,trader_11,2024-01-15T09:31:23.500000+00:00
89df8828-e3aa-4b06-bdf2-424856ac3cf2,AAPL,BUY,MARKET,,1130,trader_04,2024-01-15T09:31:24+00:00
9d6ff92b-fa04-437a-8e7a-61c3e0b5167f,AAPL,SELL,LIMIT,99.91,1680,trader_05,2024-01-15T09:31:24.500000+00:00
5d3adde5-ac49-4f3a-9bbf-31ed40ca9932,AAPL,BUY,LIMIT,100.34,1780,trader_13,2024-01-15T09:31:25+00:00
b9220507-ee96-46e1-9552-d8a51b8cd9fd,AAPL,BUY,MARKET,,1730,trader_18,2024-01-15T09:31:25.500000+00:00
6986cef9-20b2-44d9-8f62-fc92ec4a804e,AAPL,SELL,IOC,102.22,1950,trader_16,2024-01-15T09:31:26+00:00
eec954d6-158d-4148-9d04-296f4abdf31c,AAPL,BUY,LIMIT,100.13,740,trader_08,2024-01-15T09:31:26.500000+00:00
19f0c217-dc11-4390-bb1a-40ce5b255f49,AAPL,BUY,LIMIT,99.76,1810,trader_04,2024-01-15T09:31:27+00:00
adb11f1e-83cf-47cc-9af7-9b90a710324a,AAPL,SELL,LIMIT,100.9,120,trader_11,2024-01-15T09:31:27.500000+00:00
903ca7e5-5181-42cd-808a-1367200b4e9c,AAPL,BUY,LIMIT,100.43,630,trader_17,2024-01-15T09:31:28+00:00
0ae32588-447d-400b-a84e-4a4de1e4f09e,AAPL,SELL,LIMIT,99.67,210,trader_20,2024-01-15T09:31:28.500000+00:00
9803e808-5799-4e14-a2a3-92c21d1c9e09,AAPL,SELL,LIMIT,100.0,1500,trader_05,2024-01-15T09:31:29+00:00
737ba03c-f715-4c44-9693-b41c2a036d21,AAPL,BUY,LIMIT,100.46,1710,trader_01,2024-01-15T09:31:29.500000+00:00
dd0a1846-b44b-410e-a74e-b7f2281fbab3,AAPL,SELL,IOC,102.05,190,trader_15,2024-01-15T09:31:30+00:00
c818e2d8-661a-4039-a011-144e98fa0f92,AAPL,SELL,FOK,100.64,1090,trader_09,2024-01-15T09:31:30.500000+00:00
a6418179-f52d-49fb-bbce-8d066a71704d,AAPL,SELL,MARKET,,510,trader_13,2024-01-15T09:31:31+00:00
b7f2e3fe-7453-41d1-8138-bf25019e7f07,AAPL,SELL,LIMIT,101.07,1480,trader_10,2024-01-15T09:31:31.500000+00:00
4e3870bd-ad2b-4068-b2f2-194ee18e938c,AAPL,SELL,LIMIT,101.9,30,trader_19,2024-01-15T09:31:32+00:00
24754573-7afa-4633-a566-080d1a3eb99f,AAPL,BUY,IOC,102.0,740,trader_08,2024-01-15T09:31:32.500000+00:00
61f1cbbe-6d2f-4247-b437-eaf98dbaf352,AAPL,SELL,LIMIT,100.12,1740,trader_05,2024-01-15T09:31:33+00:00
36582bf3-1fc8-4df1-8896-bc19be0e2995,AAPL,BUY,IOC,101.54,1130,trader_02,2024-01-15T09:31:33.500000+00:00
c4f64f71-f375-43a6-ba0f-d216400b476a,AAPL,SELL,LIMIT,99.91,840,trader_14,2024-01-15T09:31:34+00:00
67f1c8f2-1e45-4852-a6bb-be51890bd069,AAPL,BUY,LIMIT,101.88,940,trader_17,2024-01-15T09:31:34.500000+00:00
3c16c371-5e15-430c-8213-90f7d5ad3711,AAPL,SELL,MARKET,,660,trader_16,2024-01-15T09:31:35+00:00
f1e7e45b-9386-4c29-a94a-8a21af7a9c95,AAPL,SELL,LIMIT,100.8,1200,trader_03,2024-01-15T09:31:35.500000+00:00
00091e90-3244-4da8-885b-9db072ded14d,AAPL,BUY,MARKET,,580,trader_13,2024-01-15T09:31:36+00:00
288aad49-3e5a-4fd2-8cbe-96266ac0b1fa,AAPL,SELL,LIMIT,100.51,1380,trader_04,2024-01-15T09:31:36.500000+00:00
